constraint_suite,method,seed,grid_size,rm_variant,rm_input_mode,rm_hidden,rm_layers,outer_iter,true_eval_return,learned_eval_return,true_ndh,true_ndh_norm,true_autc,true_autc_norm,reward_model_drift,reward_model_pref_accuracy,approx_policy_kl,preference_dataset_size,rm_updated,clip_epsilon,clip_eps_base,critic_error,kl_coef,kl_target,ref_policy_kl
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,0,-0.316666666666667,1.3029506504535675,0.0,0.0,0.0,0.0,0.0,0.2833333333333333,0.00024226812550729511,128,0,nan,nan,nan,0.1,0.02,0.0009794777466191186
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,1,-0.5660000000000003,1.76843155225118,-0.2493333333333333,0.0,-0.44133333333333363,0.0,0.0,0.2833333333333333,0.0002431903478168783,128,0,nan,nan,nan,0.1,0.02,0.001080665116508802
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,2,-0.2560000000000003,-1.9777807076772054,0.0,0.0,-0.4261666666666669,-1.8049450549450534,0.0,0.2833333333333333,0.00011450919284551146,128,0,nan,nan,nan,0.1,0.02,0.0004936289042234421
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,3,-0.6340000000000002,1.8237402359644572,-0.37799999999999995,-6.230769230769226,-0.43244444444444474,-1.9084249084249065,0.0,0.2833333333333333,4.396894282703783e-05,128,0,nan,nan,nan,0.1,0.02,0.00018994049686524604
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,4,-0.5226666666666671,2.624280412991842,-0.2666666666666668,-4.395604395604395,-0.4689166666666669,-2.5096153846153824,0.0,0.2833333333333333,0.00027252516150458626,128,0,nan,nan,nan,0.1,0.02,0.0007624404194454352
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,5,-0.42666666666666697,6.103546977043152,-0.1706666666666667,-2.813186813186812,-0.4700666666666669,-2.5285714285714262,0.0,0.2833333333333333,0.0025602852847190862,128,0,nan,nan,nan,0.1,0.02,0.009218616876751184
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,6,-0.4980000000000004,12.646160157521566,-0.2420000000000001,-3.9890109890109886,-0.46877777777777807,-2.5073260073260055,0.0,0.2833333333333333,0.00939994135498851,128,0,nan,nan,nan,0.1,0.02,0.05416885458139909
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,7,-0.6626666666666667,14.703207651774088,-0.40666666666666645,-6.7032967032966955,-0.48471428571428604,-2.7700156985871254,0.0,0.2833333333333333,0.0023542148580117475,128,0,nan,nan,nan,0.1,0.02,0.007098595973932081
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,8,-0.6420000000000001,13.16349863211314,-0.38599999999999984,-6.362637362637356,-0.5056666666666669,-3.1153846153846128,0.0,0.2833333333333333,0.0012743019297989564,128,0,nan,nan,nan,0.1,0.02,0.005381753823409478
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,9,-0.6600000000000001,13.254952108860016,-0.40399999999999986,-6.6593406593406534,-0.5218148148148151,-3.381562881562879,0.0,0.2833333333333333,0.0009424351445283345,128,0,nan,nan,nan,0.1,0.02,0.0019833281532757813
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,10,-0.6266666666666669,14.077519098917643,-0.37066666666666664,-6.109890109890106,-0.5339666666666668,-3.5818681318681285,0.0,0.2833333333333333,0.001372259127240455,128,0,nan,nan,nan,0.1,0.02,0.0049094040878117085
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,11,-0.6320000000000002,13.954617055257161,-0.37599999999999995,-6.1978021978021935,-0.5426363636363639,-3.7247752247752217,0.0,0.2833333333333333,0.0013268396252090874,128,0,nan,nan,nan,0.1,0.02,0.0042329599770406885
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,12,-0.49333333333333373,14.806193606058757,-0.23733333333333345,-3.912087912087912,-0.5443055555555557,-3.752289377289374,0.0,0.2833333333333333,0.00020697533822556298,128,0,nan,nan,nan,0.1,0.02,0.0008004530746903685
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,13,-0.6293333333333336,15.332048670450847,-0.37333333333333335,-6.153846153846151,-0.545615384615385,-3.773879966187655,0.0,0.2833333333333333,0.0009637399798147022,128,0,nan,nan,nan,0.1,0.02,0.0016891447723739678
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,14,-0.6000000000000003,13.721269836028418,-0.34400000000000003,-5.670329670329667,-0.5505476190476193,-3.855180533751959,0.0,0.2833333333333333,0.0010034786046795832,128,0,nan,nan,nan,0.1,0.02,0.0021736998524930743
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,15,-0.49333333333333373,14.34622629483541,-0.23733333333333345,-3.912087912087912,-0.5502888888888893,-3.8509157509157483,0.0,0.2833333333333333,0.000689760340568224,128,0,nan,nan,nan,0.1,0.02,0.004264324334346586
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,16,-0.6000000000000003,14.293321033318838,-0.34400000000000003,-5.670329670329667,-0.5500625000000003,-3.847184065934063,0.0,0.2833333333333333,0.0017526842649307915,128,0,nan,nan,nan,0.1,0.02,0.0066537524366544355
kl,fixed_rm_static_kl,0,10,broken_rm,coords,2,1,17,-0.6553333333333335,14.163645839691162,-0.39933333333333326,-6.582417582417578,-0.5546274509803925,-3.9224305106658015,0.0,0.2833333333333333,0.00029927775532725964,128,0,nan,nan,nan,0.1,0.02,0.0004095395820008384
